iter	Logloss
451	0.1685011545
452	0.1684816504
453	0.1684592519
454	0.168436773
455	0.1684197113
456	0.1684002831
457	0.1683832026
458	0.1683551186
459	0.1683358425
460	0.1683167509
461	0.1683008277
462	0.1682835434
463	0.1682656206
464	0.1682449089
465	0.1682346197
466	0.168234353
467	0.1682054271
468	0.1681820725
469	0.1681672419
470	0.1681487144
471	0.1681285696
472	0.1681155514
473	0.1680965486
474	0.1680722634
475	0.1680593736
476	0.1680442377
477	0.168032845
478	0.1680196811
479	0.1680026994
480	0.1679789186
481	0.1679557097
482	0.1679260007
483	0.1679018073
484	0.1678896857
485	0.1678789298
486	0.1678597423
487	0.1678431644
488	0.167824474
489	0.1678024823
490	0.1677796255
491	0.1677624453
492	0.1677622657
493	0.1677471612
494	0.1677344958
495	0.1677222299
496	0.1677041886
497	0.1676892421
498	0.1676785166
499	0.1676629785
500	0.1676410435
501	0.1676212134
502	0.1676043921
503	0.167587793
504	0.1675766789
505	0.1675650967
506	0.1675540322
507	0.16753594
508	0.1675164729
509	0.1674995547
510	0.1674839057
511	0.1674652299
512	0.1674572894
513	0.1674393337
514	0.1674289024
515	0.1674034773
516	0.1673864642
517	0.1673711449
518	0.1673549671
519	0.1673387017
520	0.1673209419
521	0.1673117265
522	0.1672929904
523	0.1672755215
524	0.1672694934
525	0.1672540971
526	0.16724095
527	0.1672129679
528	0.1671940186
529	0.1671740885
530	0.1671586909
531	0.1671453678
532	0.1671341817
533	0.1671261637
534	0.1671038496
535	0.1670892355
536	0.1670708716
537	0.1670513622
538	0.1670371636
539	0.167025845
540	0.1670129097
541	0.1669918113
542	0.1669807391
543	0.1669736749
544	0.166958895
545	0.1669417325
546	0.1669274392
547	0.166916382
548	0.1669034001
549	0.1668867565
550	0.1668651731
551	0.1668496829
552	0.1668384539
553	0.1668282771
554	0.1668190554
555	0.1668016294
556	0.1667826291
557	0.1667661581
558	0.1667483764
559	0.1667250057
560	0.1667079287
561	0.1666888999
562	0.1666691177
563	0.1666558657
564	0.1666291547
565	0.1666161552
566	0.1666057438
567	0.1665816117
568	0.1665640026
569	0.166549982
570	0.1665408873
571	0.1665287735
572	0.1665120414
573	0.1665012417
574	0.1664821902
575	0.166473761
576	0.1664551408
577	0.1664404514
578	0.1664277688
579	0.1664085271
580	0.1663909296
581	0.1663798593
582	0.1663670945
583	0.1663445746
584	0.1663249063
585	0.1663037867
586	0.1662943249
587	0.1662811205
588	0.1662599393
589	0.1662415848
590	0.1662216942
591	0.1662124344
592	0.1661972958
593	0.1661851159
594	0.1661694698
595	0.1661554594
596	0.1661462603
597	0.1661207414
598	0.1661045056
599	0.1660928878
600	0.1660793156
601	0.1660651041
602	0.1660454398
603	0.166030615
604	0.1660170506
605	0.1660025432
606	0.165989125
607	0.165974007
608	0.1659590604
609	0.1659463015
610	0.165930758
611	0.1659173012
612	0.1658977991
613	0.1658854311
614	0.1658683125
615	0.1658569845
616	0.1658396884
617	0.1658146907
618	0.165806634
619	0.1657904007
620	0.1657767405
621	0.1657560768
622	0.1657444485
623	0.1657305369
624	0.1657179247
625	0.1656964496
626	0.1656756966
627	0.1656611212
628	0.1656605946
629	0.1656514206
630	0.1656469901
631	0.1656451769
632	0.1656417726
633	0.1656356811
634	0.1656157005
635	0.1656050148
636	0.1655880759
637	0.165574717
638	0.1655542048
639	0.1655365226
640	0.1655188944
641	0.1655042432
642	0.1654883506
643	0.1654746197
644	0.1654585387
645	0.165435178
646	0.1654132791
647	0.1653967746
648	0.1653836539
649	0.1653686673
650	0.165352402
651	0.1653305288
652	0.1653191596
653	0.1653039565
654	0.1652949234
655	0.1652818859
656	0.1652677162
657	0.1652543256
658	0.1652402287
659	0.1652265748
660	0.1652154128
661	0.1651992632
662	0.1651677708
663	0.1651537352
664	0.1651392493
665	0.1651190272
666	0.1651077212
667	0.1650943122
668	0.1650864494
669	0.1650769132
670	0.1650598993
671	0.1650427613
672	0.1650251748
673	0.1650112077
674	0.1649917597
675	0.1649713597
676	0.1649613361
677	0.1649373308
678	0.1649249426
679	0.1649067094
680	0.164885737
681	0.1648703812
682	0.1648490226
683	0.1648351243
684	0.1648230221
685	0.1648091403
686	0.1647956093
687	0.1647800161
688	0.1647563119
689	0.1647402981
690	0.164726162
691	0.1647179971
692	0.1647065924
693	0.1646886548
694	0.1646723604
695	0.1646654068
696	0.1646520824
697	0.1646425374
698	0.1646298194
699	0.1646131613
700	0.1645970657
701	0.1645855227
702	0.1645733328
703	0.1645574143
704	0.1645405606
705	0.1645290369
706	0.1645162995
707	0.1645021956
708	0.1644817727
709	0.1644652396
710	0.1644574289
711	0.1644420165
712	0.1644264405
713	0.1644116518
714	0.1643980388
715	0.1643910432
716	0.1643705313
717	0.1643556675
718	0.1643423012
719	0.1643205211
720	0.164311855
721	0.1642974756
722	0.1642801242
723	0.1642608169
724	0.1642445081
725	0.1642260237
726	0.1642153042
727	0.1641966562
728	0.1641807847
729	0.1641682524
730	0.1641589045
731	0.1641491008
732	0.1641266028
733	0.1641123133
734	0.1640974853
735	0.164088404
736	0.1640698158
737	0.1640558163
738	0.1640393238
739	0.1640279487
740	0.1640112791
741	0.1639886664
742	0.163971432
743	0.1639610002
744	0.1639382109
745	0.1639154208
746	0.1638987527
747	0.1638799456
748	0.1638724943
749	0.1638537261
750	0.1638385583
751	0.1638271248
752	0.1638091947
753	0.1637878354
754	0.1637708495
755	0.1637552355
756	0.1637358132
757	0.1637210263
758	0.1637112825
759	0.1637011197
760	0.1636928636
761	0.1636775431
762	0.1636637902
763	0.1636493453
764	0.1636334755
765	0.1636192831
766	0.1636071874
767	0.163599788
768	0.1635800887
769	0.1635624744
770	0.1635467194
771	0.1635319054
772	0.163520218
773	0.1635107941
774	0.1634932357
775	0.1634772565
776	0.1634641099
777	0.1634461543
778	0.1634335786
779	0.1634188296
780	0.1634068275
781	0.1633975764
782	0.1633823173
783	0.1633702159
784	0.1633552536
785	0.1633399598
786	0.1633293756
787	0.1633191049
788	0.1633034419
789	0.1632913135
790	0.163278382
791	0.1632656362
792	0.1632522953
793	0.1632369845
794	0.1632171081
795	0.1632105101
796	0.1631926966
797	0.1631761033
798	0.1631567352
799	0.1631403234
800	0.1631216309
801	0.1631080327
802	0.1630903394
803	0.1630782628
804	0.163062027
805	0.1630441624
806	0.1630338273
807	0.163021632
808	0.1630059168
809	0.162997744
810	0.1629915063
811	0.162979425
812	0.1629790776
813	0.1629732749
814	0.1629630675
815	0.1629542517
816	0.1629356574
817	0.1629268459
818	0.1629024023
819	0.1628848019
820	0.1628676908
821	0.1628505447
822	0.1628379896
823	0.1628240395
824	0.1628070888
825	0.1627953464
826	0.1627861211
827	0.1627707567
828	0.1627594155
829	0.1627493387
830	0.1627425025
831	0.1627279226
832	0.1627139609
833	0.1627057769
834	0.1626867602
835	0.1626761136
836	0.1626612356
837	0.1626499268
838	0.1626341224
839	0.1626202915
840	0.1626015756
841	0.1625847872
842	0.1625724734
843	0.1625627783
844	0.1625559494
845	0.1625442361
846	0.1625402762
847	0.1625334086
848	0.162520473
849	0.162520158
850	0.1625013486
851	0.1625010542
852	0.1624843547
853	0.1624634657
854	0.1624547785
855	0.1624496119
856	0.1624441517
857	0.162428864
858	0.1624107116
859	0.1623964748
860	0.1623848598
861	0.1623769959
862	0.1623545394
863	0.1623387715
864	0.1623135302
865	0.1622989894
866	0.1622839243
867	0.1622668871
868	0.1622498934
869	0.1622422516
870	0.1622260678
871	0.1622131541
872	0.1622012636
873	0.1621882687
874	0.1621724707
875	0.1621541105
876	0.1621362895
877	0.1621229516
878	0.1621060336
879	0.1620928445
880	0.162079863
881	0.1620557743
882	0.1620339987
883	0.1620191902
884	0.1620092196
885	0.1619955232
886	0.1619790055
887	0.1619695078
888	0.1619585203
889	0.1619439231
890	0.1619291189
891	0.1619158434
892	0.161901353
893	0.161880065
894	0.1618640122
895	0.1618519309
896	0.1618327179
897	0.1618172687
898	0.1618170105
899	0.1618022965
900	0.1617899465
901	0.1617736005
902	0.1617615821
903	0.161745058
904	0.1617238591
905	0.1617028719
906	0.1616846187
907	0.1616726085
908	0.1616550299
909	0.1616391458
910	0.1616203479
911	0.1616115459
912	0.1615929669
913	0.1615777488
914	0.1615672961
915	0.1615552557
916	0.1615412003
917	0.1615260445
918	0.1615114884
919	0.1615044412
920	0.1614912005
921	0.161481731
922	0.1614703178
923	0.1614523031
924	0.1614520355
925	0.1614367625
926	0.1614365345
927	0.161417231
928	0.1614031894
929	0.161390985
930	0.1613787228
931	0.1613624659
932	0.161348067
933	0.1613377742
934	0.1613305518
935	0.1613114043
936	0.1612947695
937	0.161283149
938	0.1612725874
939	0.161258184
940	0.1612488866
941	0.1612280253
942	0.1612145255
943	0.1611971575
944	0.1611784846
945	0.1611673991
946	0.1611517808
947	0.1611399962
948	0.1611246124
949	0.1611243986
950	0.1611113961
951	0.1610899383
952	0.1610790581
953	0.1610681091
954	0.1610605964
955	0.1610454846
956	0.1610289291
957	0.161015518
958	0.1610022414
959	0.1609899843
960	0.1609682663
961	0.1609564543
962	0.1609443296
963	0.1609300841
964	0.1609121792
965	0.1608937391
966	0.1608757561
967	0.1608660414
968	0.1608548844
969	0.1608492797
970	0.1608405589
971	0.1608258147
972	0.1608117071
973	0.1607918303
974	0.1607780402
975	0.1607610009
976	0.1607547995
977	0.1607405716
978	0.1607233199
979	0.1607130365
980	0.160704977
981	0.1606986271
982	0.1606883514
983	0.1606771263
984	0.1606637733
985	0.1606442191
986	0.1606353034
987	0.1606256334
988	0.1606147136
989	0.1606045111
990	0.1605912643
991	0.1605738137
992	0.1605678816
993	0.1605554401
994	0.160538133
995	0.1605300554
996	0.1605173991
997	0.1605104654
998	0.1604984898
999	0.1604789078
